Identifier	Entry	Omeka	Entry_Clean_Recon	Wikidata	TextInBrackets	RelatedLocations	spatial coverage	NumberOfEntries	EntriesIdentifier	StartYear	endYear	OmekaID	SeeAlso	File	Comment	Column 1	Location_in_index
QGJ.v1.Per.02499	Bernhardt, Carl Wilhelm	https://undusting.org/jewish_sources/s/jewish_sources/item/11931	Bernhardt, Carl Wilhelm			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0597.E03791			7243		persons		Bernhardt, Carl Wilhelm 3714	
QGJ.v1.Per.02500	Bernhardt, Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11932	Bernhardt, Jacob			Bützow|Mecklenburg|Mecklenburg-Vorpommern|Ribnitz|Rostock	16542|17189|17192|17467|17491	1	QGJ.v1.A0043.I0164.E01130	1769	1776	4582		persons		Bernhardt, Jacob 1088	
QGJ.v1.Per.02501	Bernheim (Berlin)	https://undusting.org/jewish_sources/s/jewish_sources/item/11933	Bernheim		Berlin	Greifswald|Mecklenburg-Vorpommern	16824|17192	1	QGJ.v1.A0041.I0152.E01063			4515		persons		Bernheim (Berlin) 1021	Berlin
QGJ.v1.Per.02502	Bernkopf, Ellen	https://undusting.org/jewish_sources/s/jewish_sources/item/11934	Ellen Bernkopf	Q94758824		Amerika|Großbritannien (England)|Israel|Palästina	16365|16844|16973|17371	1	QGJ.v1.A0103.I0316.E01951	1891	1992	5403		persons		Bernkopf, Ellen 1897	
QGJ.v1.Per.02503	Bernstein, Aron	https://undusting.org/jewish_sources/s/jewish_sources/item/11935	Bernstein, Aron			Berlin|Rußland	16455|17504	2	QGJ.v1.A0105.I0317.E01967|QGJ.v1.A0108.I0332.E02137	1882	1924	5419|5589		persons		Bernstein, Aron 1913,2083	
QGJ.v1.Per.02504	Bernstein, Carl	https://undusting.org/jewish_sources/s/jewish_sources/item/11936	Bernstein, Carl					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Bernstein, Carl 2108	
QGJ.v1.Per.02505	Bernstein, Eduard	https://undusting.org/jewish_sources/s/jewish_sources/item/11937	Bernstein, Eduard			DDR	16598	1	QGJ.v1.A0003.I0040.E00094			3546		persons		Bernstein, Eduard 64	
QGJ.v1.Per.02506	Bernstein, Felicie	https://undusting.org/jewish_sources/s/jewish_sources/item/11938	Felicie Bernstein	Q16874319				1	QGJ.v1.A0108.I0332.E02162			5614		persons		Bernstein, Felicie 2108	
QGJ.v1.Per.02507	Bernstein, Max	https://undusting.org/jewish_sources/s/jewish_sources/item/11939	Bernstein, Max					1	QGJ.v1.A0105.I0320.E01974	1887	1936	5426		persons		Bernstein, Max 1920	
QGJ.v1.Per.02508	Bernstein, Walter	https://undusting.org/jewish_sources/s/jewish_sources/item/11940	Bernstein, Walter			Grüna|Leipzig|Sachsen	16849|17112|17509	1	QGJ.v1.A0199.I0654.E04441	1928	1938	7893		persons		Bernstein, Walter 4364	
QGJ.v1.Per.02509	Berth, Johann Heinrich	https://undusting.org/jewish_sources/s/jewish_sources/item/11941	Berth, Johann Heinrich			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05675	1697	1712	9127		persons		Berth, Johann Heinrich 5594	
QGJ.v1.Per.02510	Berthold, Graf von Henneberg	https://undusting.org/jewish_sources/s/jewish_sources/item/11942	Berthold, Graf von Henneberg			Fulda|Henneberg|Henneberg, Grafschaft|München|Nordheim|Nürnberg|Schmalkalden|Thüringen	16747|16914|16915|17232|17314|17317|17559|17701	3	QGJ.v1.A0239.I0827.E05590|QGJ.v1.A0239.I0827.E05591|QGJ.v1.A0239.I0827.E05592			9042|9043|9044		persons		Berthold, Graf von Henneberg 5509- 5511	
QGJ.v1.Per.02511	Bertuch, Friedrich Justin	https://undusting.org/jewish_sources/s/jewish_sources/item/11943	Bertuch, Friedrich Justin			Thüringen|Weimar	17701|17783	1	QGJ.v1.A0292.I0974.E08098			11550		persons		Bertuch, Friedrich Justin 8004	
QGJ.v1.Per.02512	Bevernis, Franz	https://undusting.org/jewish_sources/s/jewish_sources/item/11944	Bevernis, Franz			Mecklenburg-Vorpommern|Stralsund|Warschau	17192|17661|17774	1	QGJ.v1.A0033.I0126.E00954	1931	1931	4406		persons		Bevernis, Franz 912	
QGJ.v1.Per.02513	Bevernis, Johann George	https://undusting.org/jewish_sources/s/jewish_sources/item/11945	Bevernis, Johann George			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00788	1799	1799	4240		persons		Bevernis, Johann George 746	
QGJ.v1.Per.02514	Beyer, Robert	https://undusting.org/jewish_sources/s/jewish_sources/item/11946	Beyer, Robert			Mecklenburg-Vorpommern|Wismar	17192|17811	1	QGJ.v1.A0039.I0147.E01029			4481		persons		Beyer, Robert 987	
QGJ.v1.Per.02515	Beyfus	https://undusting.org/jewish_sources/s/jewish_sources/item/11947	Beyfus			Henneberg|Henneberg, Grafschaft|Thüringen	16914|16915|17701	1	QGJ.v1.A0239.I0828.E05605			9057		persons		Beyfus5524	
QGJ.v1.Per.02516	Bezaliel	https://undusting.org/jewish_sources/s/jewish_sources/item/11948	Bezaliel			Breslau|Leipzig|Sachsen	16521|17112|17509	1	QGJ.v1.A0196.I0638.E04093			7545		persons		Bezaliel4016	
QGJ.v1.Per.02517	Bie, Oscar	https://undusting.org/jewish_sources/s/jewish_sources/item/11949	Oskar Bie	Q91831				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Bie, Oscar 1914	
QGJ.v1.Per.02518	Biederstedt, C.	https://undusting.org/jewish_sources/s/jewish_sources/item/11950	Biederstedt, C.			Gnoien|Mecklenburg-Vorpommern|Stralsund	16794|17192|17661	1	QGJ.v1.A0033.I0118.E00805	1819	1819	4257		persons		Biederstedt, C. 763	
QGJ.v1.Per.02519	Bielschowsky (Erfurt)	https://undusting.org/jewish_sources/s/jewish_sources/item/11951	Bielschowsky		Erfurt	Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0235.I0785.E05389	1938	1938	8841		persons		Bielschowsky (Erfurt) 5312	Erfurt
QGJ.v1.Per.02520	Bielschowsky, Alfred	https://undusting.org/jewish_sources/s/jewish_sources/item/11952	Bielschowsky, Alfred					1	QGJ.v1.A0105.I0317.E01968			5420		persons		Bielschowsky, Alfred 1914	
QGJ.v1.Per.02521	Bienenstock (Dresden)	https://undusting.org/jewish_sources/s/jewish_sources/item/11953	Bienenstock		Dresden	Dresden|Kamenz|Sachsen	16630|17002|17509	1	QGJ.v1.A0195.I0630.E04015	1934	1934	7467		persons		Bienenstock (Dresden) 3938	Dresden
QGJ.v1.Per.02522	Biltz, Martin	https://undusting.org/jewish_sources/s/jewish_sources/item/11954	Biltz, Martin			Japan|Sachsen-Anhalt|Wien|Wolfen	16977|17512|17804|17824	2	QGJ.v1.A0165.I0522.E02969|QGJ.v1.A0165.I0522.E02971	1934	1940	6421|6423		persons		Biltz, Martin 2902,2904	
QGJ.v1.Per.02523	Bincer, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/11955	Bincer, Hans			Merseburg|Sachsen-Anhalt|Wien|Wolfen	17204|17512|17804|17824	3	QGJ.v1.A0165.I0522.E02968|QGJ.v1.A0165.I0522.E02970|QGJ.v1.A0165.I0522.E02971	1928	1934	6420|6422|6423		persons		Bincer, Hans 2901,2903, 2904	
QGJ.v1.Per.02524	Binckmann (Arnstadt)	https://undusting.org/jewish_sources/s/jewish_sources/item/11956	Binckmann		Arnstadt	Arnstadt|Erfurt|Thüringen	16383|16675|17701	1	QGJ.v1.A0252.I0885.E07380			10832		persons		Binckmann (Arnstadt) 7287	Arnstadt
QGJ.v1.Per.02525	Binder, Bruno	https://undusting.org/jewish_sources/s/jewish_sources/item/11957	Binder, Bruno			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0216.E01558	1890	1945	5010		persons		Binder, Bruno 1510	
QGJ.v1.Per.02526	Binder, J. Chr.	https://undusting.org/jewish_sources/s/jewish_sources/item/11958	Binder, J. Chr.			Greifswald|Mecklenburg-Vorpommern|Stralsund	16824|17192|17661	1	QGJ.v1.A0033.I0118.E00772			4224		persons		Binder, J. Chr. 730	
QGJ.v1.Per.02527	Binder, Moritz	https://undusting.org/jewish_sources/s/jewish_sources/item/11959	Binder, Moritz					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Binder, Moritz 2108	
QGJ.v1.Per.02528	Bing (Grünham)	https://undusting.org/jewish_sources/s/jewish_sources/item/11960	Bing		Grünham	Grünhain|Sachsen|Stiftungen	16851|17509	1	QGJ.v1.A0210.I0681.E04598	1918	1918	8050		persons		Bing (Grünham) 4521	
QGJ.v1.Per.02529	Bing, Paul Robert	https://undusting.org/jewish_sources/s/jewish_sources/item/11961	Paul Robert Bing	Q99805		Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Bing, Paul Robert 2931	
QGJ.v1.Per.02530	Biram (Haifa)	https://undusting.org/jewish_sources/s/jewish_sources/item/11962	Biram		Haifa	Berlin|Haifa	16455|16866	1	QGJ.v1.A0101.I0312.E01908	1926	1926	5360		persons		Biram (Haifa) 1854	Haifa
QGJ.v1.Per.02531	Birnbaum, J(uda)	https://undusting.org/jewish_sources/s/jewish_sources/item/11963	Birnbaum, J		uda	Gera|Greiz|Thüringen	16770|16825|17701	1	QGJ.v1.A0238.I0823.E05573	1920	1920	9025		persons		Birnbaum, J(uda) 5492	
QGJ.v1.Per.02532	Birnbaum, Karl	https://undusting.org/jewish_sources/s/jewish_sources/item/11964	Birnbaum, Karl			Berlin	16455	1	QGJ.v1.A0100.I0295.E01844	1933	1933	5296		persons		Birnbaum, Karl 1790	
QGJ.v1.Per.02533	Birnbaum, Max	https://undusting.org/jewish_sources/s/jewish_sources/item/11965	Birnbaum, Max					1	QGJ.v1.A0105.I0317.E01968			5420		persons		Birnbaum, Max 1914	
QGJ.v1.Per.02534	Birnbaum, Salomo	https://undusting.org/jewish_sources/s/jewish_sources/item/11966	Solomon Birnbaum	Q113304				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Birnbaum, Salomo 1914	
QGJ.v1.Per.02535	Birnbaum (Rapoport), Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/11967	Birnbaum , Wolf			Leipzig|Sachsen|Österreich	17112|17509|17344	1	QGJ.v1.A0222.I0714.E04738	1898	1898	8190		persons		Birnbaum (Rapoport), Wolf 4661	
QGJ.v1.Per.02536	Biron, Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11968	Biron, Jacob			Glauchau|Sachsen	16786|17509	1	QGJ.v1.A0190.I0619.E03907	1933	1945	7359		persons		Biron, Jacob 3829	
QGJ.v1.Per.02537	Bischof, Friedericke	https://undusting.org/jewish_sources/s/jewish_sources/item/11969	Bischof, Friedericke			Frankenhain|Liebenstein|Ohrdruf|Schwarza|Thüringen	16713|17122|17348|17583|17701	1	QGJ.v1.A0239.I0831.E06135			9587		persons		Bischof, Friedericke 6054	
QGJ.v1.Per.02538	Bisselsheim (Hofagent)	https://undusting.org/jewish_sources/s/jewish_sources/item/11970	Bisselsheim		Hofagent	Eisenach|Frankfurt/Main|Sachsen-Weimar-Eisenach|Thüringen	16654|16718|17521|17701	1	QGJ.v1.A0235.I0757.E05084			8536		persons		Bisselsheim (Hofagent) 5007	
QGJ.v1.Per.02539	Bissinger, Symeon	https://undusting.org/jewish_sources/s/jewish_sources/item/11971	Bissinger, Symeon			Straßburg|Wien	17663|17804	1	QGJ.v1.A0107.I0326.E01994	1572	1572	5446		persons		Bissinger, Symeon 1941	
QGJ.v1.Per.02540	Blandow (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/11972	Blandow		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00796			4248		persons		Blandow (Stralsund) 754	Stralsund
QGJ.v1.Per.02541	Blank, Adolph	https://undusting.org/jewish_sources/s/jewish_sources/item/11973	Blank, Adolph			Amerika|Geisa|Thüringen|Weimar	16365|16760|17701|17783	1	QGJ.v1.A0254.I0890.E07436			10888		persons		Blank, Adolph 7343	
QGJ.v1.Per.02542	Blaue (Gardelegen)	https://undusting.org/jewish_sources/s/jewish_sources/item/11974	Blaue		Gardelegen	Gardelegen|Sachsen-Anhalt	16752|17512	1	QGJ.v1.A0127.I0370.E02328	1941	1941	5780		persons		Blaue (Gardelegen) 2261	Gardelegen
QGJ.v1.Per.02543	Bleichröder, Gerson	https://undusting.org/jewish_sources/s/jewish_sources/item/11975	Gerson von Bleichröder	Q65160				1	QGJ.v1.A0000.E00006	1940	1940	3458		persons		Bleichröder, Gerson 1/6	
QGJ.v1.Per.02544	Bleichröder, Julius	https://undusting.org/jewish_sources/s/jewish_sources/item/11976	Julius Bleichröder	Q1712506				1	QGJ.v1.A0108.I0332.E02162			5614		persons		Bleichröder, Julius 2108	
QGJ.v1.Per.02545	Bleymüller.J. G.	https://undusting.org/jewish_sources/s/jewish_sources/item/11977	Bleymüller.J. G.			Benshausen|Kühndorf|Schwarza|Thüringen	16446|17081|17583|17701	1	QGJ.v1.A0239.I0831.E06496	1748	49	9948		persons		Bleymüller.J. G. 6415	
QGJ.v1.Per.02546	Blidner, Leo	https://undusting.org/jewish_sources/s/jewish_sources/item/11978	Blidner, Leo			Buchenwald (KZ)|Mahn- und Gedenkstätten|Thüringen	16532|17701	1	QGJ.v1.A0296.I0978.E08110	1939	1943	11562		persons		Blidner, Leo 8016	
QGJ.v1.Per.02547	Bliefert (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/11979	Bliefert		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0126.E00947	1942	1942	4399		persons		Bliefert (Stralsund) 905	Stralsund
QGJ.v1.Per.02548	Bloch (Oschersleben)	https://undusting.org/jewish_sources/s/jewish_sources/item/11980	Bloch		Oschersleben	Oschersleben|Sachsen-Anhalt	17356|17512	1	QGJ.v1.A0143.I0427.E02629	1929	1934	6081		persons		Bloch (Oschersleben) 2562	Oschersleben
QGJ.v1.Per.02549	Bloch, Ernst	https://undusting.org/jewish_sources/s/jewish_sources/item/11981	Bloch, Ernst			Amerika|Berlin|Großbritannien (England)|Israel|Leipzig|Palästina|Paris|Sachsen|USA	16365|16455|16844|16973|17112|17371|17374|17509|17740	4	QGJ.v1.A0101.I0311.E01900|QGJ.v1.A0103.I0316.E01951|QGJ.v1.A0103.I0316.E01956|QGJ.v1.A0222.I0706.E04710	1871	1992	5352|5403|5408|8162		persons		Bloch, Ernst 1846, 1897, 1902,4633	
QGJ.v1.Per.02550	Bloch, Felix	https://undusting.org/jewish_sources/s/jewish_sources/item/11982	Bloch, Felix			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0222.I0711.E04721	1905	1983	8173		persons		Bloch, Felix 4644	
QGJ.v1.Per.02551	Bloch, Iwan	https://undusting.org/jewish_sources/s/jewish_sources/item/11983	Bloch, Iwan			Berlin	16455	1	QGJ.v1.A0101.I0313.E01915			5367		persons		Bloch, Iwan 1861	
QGJ.v1.Per.02552	Bloch, Marcus Eliesar (Elias)	https://undusting.org/jewish_sources/s/jewish_sources/item/11984	Bloch, Marcus Eliesar		Elias	Berlin|Strelitz (Altstrelitz)	16455|17665	4	QGJ.v1.A0108.I0332.E02107|QGJ.v1.A0108.I0332.E02108|QGJ.v1.A0108.I0332.E02114|QGJ.v1.A0108.I0332.E02118	1765	1812	5559|5560|5566|5570		persons		Bloch, Marcus Eliesar (Elias) 2053, 2054,2060, 2064	
QGJ.v1.Per.02553	Bloch, Martin	https://undusting.org/jewish_sources/s/jewish_sources/item/11985	Bloch, Martin					1	QGJ.v1.A0109.I0334.E02165			5617		persons		Bloch, Martin 2111	
QGJ.v1.Per.02554	Bloch, Rahel geb. Bendix	https://undusting.org/jewish_sources/s/jewish_sources/item/11986	Bloch, Rahel geb. Bendix			Berlin|Strelitz (Altstrelitz)	16455|17665	1	QGJ.v1.A0108.I0332.E02118	1812	1812	5570		persons		Bloch, Rahel geb. Bendix 2064	
QGJ.v1.Per.02555	Block, Ernst	https://undusting.org/jewish_sources/s/jewish_sources/item/11987	Block, Ernst			Sachsen-Anhalt|Salzwedel	17512|17530	1	QGJ.v1.A0151.I0453.E02749	1991	1991	6201		persons		Block, Ernst 2682	
QGJ.v1.Per.02556	Block, Jette	https://undusting.org/jewish_sources/s/jewish_sources/item/11988	Block, Jette			Hannover 94/1,4360,4914, 4916,Hannoversch-Münden|Leipzig|Sachsen	16882|17112|17509	1	QGJ.v1.A0196.I0648.E04383	1835	1835	7835		persons		Block, Jette 4306	
QGJ.v1.Per.02557	Block, Moses	https://undusting.org/jewish_sources/s/jewish_sources/item/11989	Block, Moses			Hannover 94/1,4360,4914, 4916,Hannoversch-Münden|Leipzig|Sachsen	16882|17112|17509	1	QGJ.v1.A0196.I0648.E04383	1835	1835	7835		persons		Block, Moses 4306	
QGJ.v1.Per.02558	Biosfeld, P.	https://undusting.org/jewish_sources/s/jewish_sources/item/11990	Biosfeld, P.			Dessau|Kothen|Sachsen-Anhalt	16607|17055|17512	1	QGJ.v1.A0123.I0360.E02292	1821	1989	5744		persons		Biosfeld, P. 2225	
QGJ.v1.Per.02559	Blücher (Gerhard Leberecht von Wahlstatt)	https://undusting.org/jewish_sources/s/jewish_sources/item/11991	Gebhard Leberecht von Blücher	Q153522	Gerhard Leberecht von Wahlstatt	Thüringen|Weimar	17701|17783	1	QGJ.v1.A0292.I0974.E08090			11542		persons		Blücher (Gerhard Leberecht von Wahlstatt) 7996	
QGJ.v1.Per.02560	Bluhm (Eisleben)	https://undusting.org/jewish_sources/s/jewish_sources/item/11992	Bluhm		Eisleben	Eisleben|Sachsen-Anhalt	16657|17512	1	QGJ.v1.A0126.I0369.E02327	1942	1943	5779		persons		Bluhm (Eisleben) 2260	Eisleben
QGJ.v1.Per.02561	Blumenfeld, Ernst	https://undusting.org/jewish_sources/s/jewish_sources/item/11993	Blumenfeld, Ernst			Berlin	16455	1	QGJ.v1.A0100.I0295.E01844	1933	1933	5296		persons		Blumenfeld, Ernst 1790	
QGJ.v1.Per.02562	Blumenkranz, Isaak	https://undusting.org/jewish_sources/s/jewish_sources/item/11994	Blumenkranz, Isaak			Buchenwald (KZ)|Mahn- und Gedenkstätten|Thüringen	16532|17701	1	QGJ.v1.A0296.I0978.E08134	1940	1943	11586		persons		Blumenkranz, Isaak 8040	
QGJ.v1.Per.02563	Blumenreich (Genthin)	https://undusting.org/jewish_sources/s/jewish_sources/item/11995	Blumenreich		Genthin	Berlin|Genthin|Nauen|Sachsen-Anhalt	16455|16765|17243|17512	1	QGJ.v1.A0128.I0372.E02338	1810	1810	5790		persons		Blumenreich (Genthin) 2264	Genthin
QGJ.v1.Per.02564	Blumenstein, Chaskel	https://undusting.org/jewish_sources/s/jewish_sources/item/11996	Blumenstein, Chaskel			Gera|Greiz|Thüringen	16770|16825|17701	1	QGJ.v1.A0238.I0823.E05570	1920	1920	9022		persons		Blumenstein, Chaskel 5489	
QGJ.v1.Per.02565	Blumenthal, Ferdinand	https://undusting.org/jewish_sources/s/jewish_sources/item/11997	Blumenthal, Ferdinand			Berlin	16455	1	QGJ.v1.A0100.I0300.E01868			5320		persons		Blumenthal, Ferdinand 1814	
QGJ.v1.Per.02566	Blumenthal, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/11998	Blumenthal, Hans			Egeln|Sachsen-Anhalt	16644|17512	1	QGJ.v1.A0123.I0361.E02301	1932	1932	5753		persons		Blumenthal, Hans 2236	
QGJ.v1.Per.02567	Blumenthal, Luise geb. Oppenheim	https://undusting.org/jewish_sources/s/jewish_sources/item/11999	Blumenthal, Luise geb. Oppenheim			Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0235.I0777.E05348	1941	1941	8800		persons		Blumenthal, Luise geb. Oppenheim 5271	
QGJ.v1.Per.02568	Blumenthal, Oscar	https://undusting.org/jewish_sources/s/jewish_sources/item/12000	Oscar Blumenthal	Q71567				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Blumenthal, Oscar 1914	
QGJ.v1.Per.02569	Blumenthal, Otto	https://undusting.org/jewish_sources/s/jewish_sources/item/12001	Blumenthal, Otto			Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Blumenthal, Otto 2931	
QGJ.v1.Per.02570	Blumentritt, Ferdinand	https://undusting.org/jewish_sources/s/jewish_sources/item/12002	Blumentritt, Ferdinand					1	QGJ.v1.A0105.I0322.E01976	1878	1922	5428		persons		Blumentritt, Ferdinand 1922	
QGJ.v1.Per.02571	Boas, Eduard	https://undusting.org/jewish_sources/s/jewish_sources/item/12003	Eduard Boas	Q122475				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Boas, Eduard 1914	
QGJ.v1.Per.02572	Boas, Eduard (Isaak David)	https://undusting.org/jewish_sources/s/jewish_sources/item/12004	Eduard Boas	Q122475	Isaak David	Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04183			7635		persons		Boas, Eduard (Isaak David) 4106	
QGJ.v1.Per.02573	Boas, Franz	https://undusting.org/jewish_sources/s/jewish_sources/item/12005	Boas, Franz			Halle/Saale|Sachsen-Anhalt	16875|17512	2	QGJ.v1.A0105.I0317.E01968|QGJ.v1.A0168.I0532.E02998			5420|6450		persons		Boas, Franz 1914, 2931	
QGJ.v1.Per.02574	Boas, Ismar	https://undusting.org/jewish_sources/s/jewish_sources/item/12006	Ismar Isidor Boas	Q6084938		Berlin	16455	1	QGJ.v1.A0100.I0300.E01868			5320		persons		Boas, Ismar 1814	
QGJ.v1.Per.02575	Bock, Alfred	https://undusting.org/jewish_sources/s/jewish_sources/item/12007	Bock, Alfred			Brandenburg (Land)|Brandenburg a.d. Havel|Kattowitz	16512|16513|17015	1	QGJ.v1.A0056.I0178.E01285	1938	1938	4737		persons		Bock, Alfred 1237	
QGJ.v1.Per.02576	Bock, Kurt	https://undusting.org/jewish_sources/s/jewish_sources/item/12008	Bock, Kurt			DDR|Dachau (KZ)|Frankreich	16598|16589|16720	1	QGJ.v1.A0003.I0037.E00076	1933	1941	3528		persons		Bock, Kurt 54	
QGJ.v1.Per.02577	Bockenschatz, Johann Christoph Georg	https://undusting.org/jewish_sources/s/jewish_sources/item/12009	Bockenschatz, Johann Christoph Georg			Böhmen|Mähren|Polen|Prag|Sachsen	16493|17162|17402|17411|17509	1	QGJ.v1.A0219.I0702.E04689			8141		persons		Bockenschatz, Johann Christoph Georg 4610	
QGJ.v1.Per.02578	Bode, Wilhelm von	https://undusting.org/jewish_sources/s/jewish_sources/item/12010	Bode, Wilhelm von			Goldberg (Mecklenburg)|Mecklenburg-Vorpommern	16800|17192	2	QGJ.v1.A0013.I0063.E00259|QGJ.v1.A0109.I0336.E02168	1815	1915	3711|5620		persons		Bode, Wilhelm von 217,2114	
QGJ.v1.Per.02579	Bodenheimer, Fritz	https://undusting.org/jewish_sources/s/jewish_sources/item/12011	Shimon Fritz Bodenheimer	Q7496986		Berlin	16455	1	QGJ.v1.A0101.I0313.E01916	1912	1912	5368		persons		Bodenheimer, Fritz 1862	
QGJ.v1.Per.02580	Bodenheimer, Shimon	https://undusting.org/jewish_sources/s/jewish_sources/item/12012	Bodenheimer, Shimon			Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Bodenheimer, Shimon 2931	
QGJ.v1.Per.02581	Böck, Johann	https://undusting.org/jewish_sources/s/jewish_sources/item/12013	Böck, Johann			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00782			4234		persons		Böck, Johann 740	
QGJ.v1.Per.02582	Boegehold, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/12014	Hans Boegehold	Q1578757		Jena|Thüringen	16984|17701	1	QGJ.v1.A0287.I0968.E08072			11524		persons		Boegehold, Hans 7978	
QGJ.v1.Per.02583	Böhm, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/12015	Böhm, Hans					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Böhm, Hans 1909	
QGJ.v1.Per.02584	Böhm, Marie	https://undusting.org/jewish_sources/s/jewish_sources/item/12016	Böhm, Marie			Rohr|Schwarza|Thüringen	17482|17583|17701	1	QGJ.v1.A0239.I0831.E05829			9281		persons		Böhm, Marie 5748	
QGJ.v1.Per.02585	Bölling, Klaus	https://undusting.org/jewish_sources/s/jewish_sources/item/12017	Bölling, Klaus			Berlin|DDR	16455|16598	1	QGJ.v1.A0005.I0044.E00134	1978	1989	3586		persons		Bölling, Klaus 108	
QGJ.v1.Per.02586	Bölte, Amely	https://undusting.org/jewish_sources/s/jewish_sources/item/12018	Amely Bölte	Q461906		Berlin	16455	1	QGJ.v1.A0103.I0316.E01939			5391		persons		Bölte, Amely 1885	
QGJ.v1.Per.02587	Börne, Ludwig	https://undusting.org/jewish_sources/s/jewish_sources/item/12019	Ludwig Börne	Q213595		Berlin	16455	1	QGJ.v1.A0103.I0316.E01938			5390		persons		Börne, Ludwig 1884	
QGJ.v1.Per.02588	Bohl, G. C.	https://undusting.org/jewish_sources/s/jewish_sources/item/12020	Bohl, G. C.			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00793	1808	1808	4245		persons		Bohl, G. C. 751	
QGJ.v1.Per.02589	Bohn, Johann	https://undusting.org/jewish_sources/s/jewish_sources/item/12021	Bohn, Johann			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06452	1753	1753	9904		persons		Bohn, Johann 6371	
