Identifier	Entry	Omeka	Entry_Clean_Recon	Wikidata	TextInBrackets	RelatedLocations	spatial coverage	NumberOfEntries	EntriesIdentifier	StartYear	endYear	OmekaID	SeeAlso	File	Comment	Column 1	Location_in_index
QGJ.v1.Per.03880	Hopfgarten, Friedrich von	https://undusting.org/jewish_sources/s/jewish_sources/item/13313	Hopfgarten, Friedrich von			Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0252.I0885.E07377			10829		persons		Hopfgarten, Friedrich von 7284	
QGJ.v1.Per.03881	Horn (Johanngeorgenstadt)	https://undusting.org/jewish_sources/s/jewish_sources/item/13314	Horn		Johanngeorgenstadt	Johanngeorgenstadt|Sachsen	16991|17509	1	QGJ.v1.A0210.I0680.E04590	1934	1938	8042		persons		Horn (Johanngeorgenstadt) 4513	Johanngeorgenstadt
QGJ.v1.Per.03882	Horn, Otto	https://undusting.org/jewish_sources/s/jewish_sources/item/13315	Horn, Otto			Buchenwald (KZ)|Mahn- und Gedenkstätten|Thüringen	16532|17701	1	QGJ.v1.A0296.I0978.E08120	1938	1938	11572		persons		Horn, Otto 8026	
QGJ.v1.Per.03883	Horneburg (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/13316	Horneburg		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	2	QGJ.v1.A0033.I0130.E00979|QGJ.v1.A0033.I0130.E00980	1937	1938	4431|4432		persons		Horneburg (Stralsund) 937,938	Stralsund
QGJ.v1.Per.03884	Horneburg, John	https://undusting.org/jewish_sources/s/jewish_sources/item/13317	Horneburg, John			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0126.E00937	1938	1940	4389		persons		Horneburg, John 895	
QGJ.v1.Per.03885	Hornig, Kurt	https://undusting.org/jewish_sources/s/jewish_sources/item/13318	Hornig, Kurt			Berlin	16455	1	QGJ.v1.A0100.I0292.E01811			5263		persons		Hornig, Kurt 1757	
QGJ.v1.Per.03886	Hübenthal, Friedrich Anton	https://undusting.org/jewish_sources/s/jewish_sources/item/13319	Hübenthal, Friedrich Anton			Kothen|Sachsen-Anhalt	17055|17512	1	QGJ.v1.A0138.I0401.E02517			5969		persons		Hübenthal, Friedrich Anton 2451	
QGJ.v1.Per.03887	Huhn, Balthasar	https://undusting.org/jewish_sources/s/jewish_sources/item/13320	Balthasar Huhn	Q95637424		Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05791	1802	1802	9243		persons		Huhn, Balthasar 5710	
QGJ.v1.Per.03888	Huhn, Michael	https://undusting.org/jewish_sources/s/jewish_sources/item/13321	Huhn, Michael			Christes|Schwarza|Thüringen	16567|17583|17701	1	QGJ.v1.A0239.I0831.E06346	1836	1836	9798		persons		Huhn, Michael 6265	
QGJ.v1.Per.03889	Huldschinsky, Oskar	https://undusting.org/jewish_sources/s/jewish_sources/item/13322	Huldschinsky, Oskar					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Huldschinsky, Oskar 2108	
QGJ.v1.Per.03890	Hülle, Hinrich Johann	https://undusting.org/jewish_sources/s/jewish_sources/item/13323	Hülle, Hinrich Johann			Berlin|Mecklenburg-Vorpommern|Stralsund	16455|17192|17661	1	QGJ.v1.A0033.I0118.E00766			4218		persons		Hülle, Hinrich Johann 724	
QGJ.v1.Per.03891	Hüttemüller, Adolf	https://undusting.org/jewish_sources/s/jewish_sources/item/13324	Hüttemüller, Adolf			Heiligenstadt|Thüringen	16902|17701	1	QGJ.v1.A0256.I0892.E07485	1906	1940	10937		persons		Hüttemüller, Adolf 7392	
QGJ.v1.Per.03892	Hüttner, J.	https://undusting.org/jewish_sources/s/jewish_sources/item/13325	Hüttner, J.			Auschwitz (KZ)|Buchenwald (KZ)|Mahn- und Gedenkstätten|Nordhausen (KZ Mittelbau-Dora)|Thüringen	16399|16532|17312|17701	1	QGJ.v1.A0296.I0978.E08129			11581		persons		Hüttner, J. 8035	
QGJ.v1.Per.03893	Hüttner, Johann	https://undusting.org/jewish_sources/s/jewish_sources/item/13326	Hüttner, Johann			Brandenburg (Land)|Mahn- und Gedenkstätten|Sachsenhausen (KZ)	16512|17525	5	QGJ.v1.A0094.I0286.E01763|QGJ.v1.A0094.I0286.E01765|QGJ.v1.A0094.I0286.E01766|QGJ.v1.A0094.I0286.E01772|QGJ.v1.A0094.I0286.E01775	1942	1969	5215|5217|5218|5224|5227		persons		Hüttner, Johann 1715, 1717-1718, 1724,1727	
QGJ.v1.Per.03894	Humboldt, Alexander von	https://undusting.org/jewish_sources/s/jewish_sources/item/13327	Humboldt, Alexander von			Berlin	16455	1	QGJ.v1.A0108.I0332.E02127	1800	1893	5579		persons		Humboldt, Alexander von 2073	
QGJ.v1.Per.03895	Hummel, Fritz	https://undusting.org/jewish_sources/s/jewish_sources/item/13328	Hummel, Fritz			Chemnitz|Harthau|Sachsen	16563|16887|17509	1	QGJ.v1.A0183.I0583.E03265	1937	1942	6717		persons		Hummel, Fritz 3188	
QGJ.v1.Per.03896	Hummel, Johann Nepomuk	https://undusting.org/jewish_sources/s/jewish_sources/item/13329	Hummel, Johann Nepomuk			Thüringen|Weimar	17701|17783	1	QGJ.v1.A0292.I0974.E08090			11542		persons		Hummel, Johann Nepomuk 7996	
QGJ.v1.Per.03897	Hummel, Otto	https://undusting.org/jewish_sources/s/jewish_sources/item/13330	Otto Hummel	Q15550047		Chemnitz|Harthau|Sachsen	16563|16887|17509	1	QGJ.v1.A0183.I0583.E03265	1937	1942	6717		persons		Hummel, Otto 3188	
QGJ.v1.Per.03898	Hunieken, Julius	https://undusting.org/jewish_sources/s/jewish_sources/item/13331	Hunieken, Julius			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00658	1891	1891	4110		persons		Hunieken, Julius 617	
QGJ.v1.Per.03899	Hunieken, Sarah geb. Vorwerk	https://undusting.org/jewish_sources/s/jewish_sources/item/13332	Hunieken, Sarah geb. Vorwerk			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00658	1891	1891	4110		persons		Hunieken, Sarah geb. Vorwerk 617	
QGJ.v1.Per.03900	Hunzel, Marcus	https://undusting.org/jewish_sources/s/jewish_sources/item/13333	Hunzel, Marcus			Borna|Böhmen|Prag|Sachsen	16506|16493|17411|17509	1	QGJ.v1.A0182.I0573.E03177	1767	1767	6629		persons		Hunzel, Marcus 3100	
QGJ.v1.Per.03901	Husen, Berld von	https://undusting.org/jewish_sources/s/jewish_sources/item/13334	Husen, Berld von			Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0252.I0885.E07377			10829		persons		Husen, Berld von 7284	
QGJ.v1.Per.03902	Hyneck, Georg Ludwig	https://undusting.org/jewish_sources/s/jewish_sources/item/13335	Hyneck, Georg Ludwig			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06283			9735		persons		Hyneck, Georg Ludwig 6202	
QGJ.v1.Per.03903	Ilberg, Hermann	https://undusting.org/jewish_sources/s/jewish_sources/item/13336	Hermann Ilberg	Q104806109		Hüpstedt|Mühlhausen|Thüringen	16959|17230|17701	1	QGJ.v1.A0269.I0918.E07810	1939	1939	11262		persons		Ilberg, Hermann 7717	
QGJ.v1.Per.03904	Ilberg, Rosa	https://undusting.org/jewish_sources/s/jewish_sources/item/13337	Rosa Ilberg	Q104806113		Hüpstedt|Mühlhausen|Thüringen	16959|17230|17701	1	QGJ.v1.A0269.I0918.E07810	1939	1939	11262		persons		Ilberg, Rosa 7717	
QGJ.v1.Per.03905	Ilten, D. E. von	https://undusting.org/jewish_sources/s/jewish_sources/item/13338	Ilten, D. E. von			Hildburghausen|Thüringen	16934|17701	1	QGJ.v1.A0239.I0842.E06874			10326		persons		Ilten, D. E. von 6793	
QGJ.v1.Per.03906	Immermann, Karl Lebrecht	https://undusting.org/jewish_sources/s/jewish_sources/item/13339	Karl Leberecht Immermann	Q213589		Thüringen|Weimar	17701|17783	1	QGJ.v1.A0292.I0974.E08095			11547		persons		Immermann, Karl Lebrecht 8001	
QGJ.v1.Per.03907	Innwald, M.	https://undusting.org/jewish_sources/s/jewish_sources/item/13340	Innwald, M.			Australien|Chemnitz|Sachsen	16400|16563|17509	1	QGJ.v1.A0183.I0584.E03291	1947	1947	6743		persons		Innwald, M. 3214	
QGJ.v1.Per.03908	Irmischer, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/13341	Irmischer, Hans			Schwarza|Stolberg (Harz)|Thüringen	17583|17655|17701	1	QGJ.v1.A0239.I0831.E05670	1683	1683	9122		persons		Irmischer, Hans 5589	
QGJ.v1.Per.03909	Irmischer, Heinrich	https://undusting.org/jewish_sources/s/jewish_sources/item/13342	Irmischer, Heinrich			Hessen|Schwarza|Steinbach|Thüringen	16928|17583|17647|17701	2	QGJ.v1.A0239.I0831.E05809|QGJ.v1.A0239.I0831.E06500			9261|9952		persons		Irmischer, Heinrich 5728, 6419	
QGJ.v1.Per.03910	Irmischer, Valtin	https://undusting.org/jewish_sources/s/jewish_sources/item/13343	Irmischer, Valtin			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06185	1817	1817	9637		persons		Irmischer, Valtin 6104	
QGJ.v1.Per.03911	Isaac (Erfurt)	https://undusting.org/jewish_sources/s/jewish_sources/item/13344	Isaac		Erfurt	Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0252.I0884.E07360			10812		persons		Isaac (Erfurt) 7267	Erfurt
QGJ.v1.Per.03912	Isaac, Aaron	https://undusting.org/jewish_sources/s/jewish_sources/item/13345	Isaac, Aaron			Amsterdam|Boizenburg (Elbe)|Mecklenburg|Mecklenburg-Schwerin, Herzogtum|Mecklenburg-Vorpommern|Rostock|Röbel|Schwaan|Schwerin|Sternberg	16367|16497|17189|17190|17192|17491|17476|17577|17599|17651	1	QGJ.v1.A0043.I0164.E01128	1267	1770	4580		persons		Isaac, Aaron 1086	
QGJ.v1.Per.03913	Isaac, Harriet	https://undusting.org/jewish_sources/s/jewish_sources/item/13346	Isaac, Harriet					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Isaac, Harriet 1909	
QGJ.v1.Per.03914	Isaac, Johannes	https://undusting.org/jewish_sources/s/jewish_sources/item/13347	Johann Isaak Levita	Q58461413		Schleusingen|Thüringen	17554|17701	1	QGJ.v1.A0283.I0958.E08032	1813	1813	11484		persons		Isaac, Johannes 7938	
QGJ.v1.Per.03915	Isaac, John	https://undusting.org/jewish_sources/s/jewish_sources/item/13348	Isaac, John					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Isaac, John 1909	
QGJ.v1.Per.03916	Isaac, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/13349	Isaac, Meyer			Groningen|Sachsen-Anhalt	16833|17512	1	QGJ.v1.A0144.I0428.E02639	1791	1791	6091		persons		Isaac, Meyer 2572	
QGJ.v1.Per.03917	Isaac, Moses	https://undusting.org/jewish_sources/s/jewish_sources/item/13350	Isaac, Moses			Berlin|Brandenburg (Land)|Frankfurt/Oder|Mecklenburg|Mecklenburg-Vorpommern|Rostock	16455|16512|16719|17189|17192|17491	2	QGJ.v1.A0043.I0164.E01131|QGJ.v1.A0066.I0208.E01527	1777	1787	4583|4979		persons		Isaac, Moses 1089,1479	
QGJ.v1.Per.03918	Isaac, Nathan	https://undusting.org/jewish_sources/s/jewish_sources/item/13351	Isaac, Nathan			Brandenburg (Land)|Frankfurt/Oder|Neu-Stettin	16512|16719|17285	1	QGJ.v1.A0066.I0208.E01542	1737	1737	4994		persons		Isaac, Nathan 1494	
QGJ.v1.Per.03919	Isaac, Rösel	https://undusting.org/jewish_sources/s/jewish_sources/item/13352	Isaac, Rösel			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03398			6850		persons		Isaac, Rösel 3321	
QGJ.v1.Per.03920	Isaac, Samson	https://undusting.org/jewish_sources/s/jewish_sources/item/13353	Isaac, Samson			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0208.E01528			4980		persons		Isaac, Samson 1480	
QGJ.v1.Per.03921	Isaac, Simon	https://undusting.org/jewish_sources/s/jewish_sources/item/13354	Isaac, Simon			Dresden|Innungen|Sachsen	16630|17509	1	QGJ.v1.A0185.I0607.E03833			7285		persons		Isaac, Simon 3756	
QGJ.v1.Per.03922	Isaack, Aron	https://undusting.org/jewish_sources/s/jewish_sources/item/13355	Isaack, Aron			Ludwigslust|Mecklenburg-Vorpommern	17153|17192	1	QGJ.v1.A0018.I0075.E00336			3788		persons		Isaack, Aron 294	
QGJ.v1.Per.03923	Isaak (Arnstadt)	https://undusting.org/jewish_sources/s/jewish_sources/item/13356	Isaak		Arnstadt	Arnstadt|Erfurt|Thüringen|Wygindorf (?)	16383|16675|17701|17844	1	QGJ.v1.A0252.I0885.E07378			10830		persons		Isaak (Arnstadt) 7285	Arnstadt
QGJ.v1.Per.03924	Isaak (Arnstadt)	https://undusting.org/jewish_sources/s/jewish_sources/item/13356	Isaak		Arnstadt	Arnstadt|Erfurt|Thüringen	16383|16675|17701	1	QGJ.v1.A0252.I0885.E07381	1445	1445	10833		persons		Isaak (Arnstadt) 7288	Arnstadt
QGJ.v1.Per.03925	Isaak (Obervolkach)	https://undusting.org/jewish_sources/s/jewish_sources/item/13358	Isaak		Obervolkach	Arnstadt|Frauenbreitungen|Henneberg|Henneberg, Grafschaft|Obervolkach|Schweinfurt|Thüringen|Weimar	16383|16722|16914|16915|17333|17594|17701|17783	1	QGJ.v1.A0239.I0828.E05614			9066		persons		Isaak (Obervolkach) 5533	Obervolkach
QGJ.v1.Per.03926	Isaak (Schwarza)	https://undusting.org/jewish_sources/s/jewish_sources/item/13359	Isaak		Schwarza	Schwarza|Stolberg (Harz)|Thüringen	17583|17655|17701	2	QGJ.v1.A0239.I0831.E05670|QGJ.v1.A0239.I0831.E05812	1683	1696	9122|9264		persons		Isaak (Schwarza) 5589,5731	Schwarza
QGJ.v1.Per.03927	Isaak (Sülzfeld)	https://undusting.org/jewish_sources/s/jewish_sources/item/13360	Isaak		Sülzfeld	Henneberg|Henneberg, Grafschaft|Sülzfeld|Thüringen	16914|16915|17673|17701	1	QGJ.v1.A0239.I0828.E05629	1516	1516	9081		persons		Isaak (Sülzfeld) 5548	Sülzfeld
QGJ.v1.Per.03928	Isaak, Abraham	https://undusting.org/jewish_sources/s/jewish_sources/item/13361	Abraham Isaak	Q4668924		Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06047			9499		persons		Isaak, Abraham 5966	
QGJ.v1.Per.03929	Isaak, Henle	https://undusting.org/jewish_sources/s/jewish_sources/item/13362	Isaak, Henle			Meiningen|Thüringen|Walldorf/Werra	17195|17701|17759	1	QGJ.v1.A0239.I0844.E06922			10374		persons		Isaak, Henle 6841	
QGJ.v1.Per.03930	Isaak, Joachim Julius Hermann	https://undusting.org/jewish_sources/s/jewish_sources/item/13363	Isaak, Joachim Julius Hermann			Greiz|Lobenstein|Schleiz|Thüringen	16825|17137|17550|17701	1	QGJ.v1.A0238.I0826.E05589	1939	1939	9041		persons		Isaak, Joachim Julius Hermann 5508	
QGJ.v1.Per.03931	Isaak, Joseph	https://undusting.org/jewish_sources/s/jewish_sources/item/13364	Isaak, Joseph			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05954			9406		persons		Isaak, Joseph 5873	
QGJ.v1.Per.03932	Isaak, Magnus	https://undusting.org/jewish_sources/s/jewish_sources/item/13365	Isaak, Magnus			Friesenhausen|Leipzig|Sachsen	16739|17112|17509	1	QGJ.v1.A0196.I0643.E04209			7661		persons		Isaak, Magnus 4132	
QGJ.v1.Per.03933	Isaak, Manes	https://undusting.org/jewish_sources/s/jewish_sources/item/13366	Isaak, Manes			Schleusingen|Schwarza|Thüringen	17554|17583|17701	1	QGJ.v1.A0239.I0831.E06160			9612		persons		Isaak, Manes 6079	
QGJ.v1.Per.03934	Isaak, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/13367	Isaak Meyer	Q105372988		Irmelshausen|Schwarza|Thüringen	16971|17583|17701	1	QGJ.v1.A0239.I0831.E05879			9331		persons		Isaak, Meyer 5798	
QGJ.v1.Per.03935	Isaak, Philipp	https://undusting.org/jewish_sources/s/jewish_sources/item/13368	Isaak, Philipp			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00840	1812	1812	4292		persons		Isaak, Philipp 798	
QGJ.v1.Per.03936	Isaak, Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/13369	Isaak, Salomon			Brüel|Grevesmühlen|Mecklenburg|Mecklenburg-Schwerin, Herzogtum|Mecklenburg-Vorpommern|Penzlin|Preußen|Rostock|Schmalkalden|Schwarza|Schwerin|Teterow|Thüringen|Waren	16529|16826|17189|17190|17192|17381|17416|17491|17559|17583|17599|17693|17701|17770	6	QGJ.v1.A0006.I0053.E00189|QGJ.v1.A0239.I0831.E05682|QGJ.v1.A0239.I0831.E05759|QGJ.v1.A0239.I0831.E05817|QGJ.v1.A0239.I0831.E05828|QGJ.v1.A0239.I0831.E06466	1725	1938	3641|9134|9211|9269|9280|9918		persons		Isaak, Salomon 162/2, 5601, 5678, 5736, 5747,6385	
QGJ.v1.Per.03937	Isaak, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13370	Isaak, Samuel			Brandenburg (Land)|Dahme|Herzberg	16512|16591|16927	1	QGJ.v1.A0071.I0227.E01585			5037		persons		Isaak, Samuel 1535	
QGJ.v1.Per.03938	Isaak, Seelig	https://undusting.org/jewish_sources/s/jewish_sources/item/13371	Isaak, Seelig			Graudenz|Schwarza|Thüringen	16821|17583|17701	1	QGJ.v1.A0239.I0831.E06492	1843	1843	9944		persons		Isaak, Seelig 6411	
QGJ.v1.Per.03939	Isaak, Selig	https://undusting.org/jewish_sources/s/jewish_sources/item/13372	Isaak, Selig			Schwarza|Thüringen	17583|17701	2	QGJ.v1.A0239.I0831.E06435|QGJ.v1.A0239.I0831.E06488	1831	1831	9887|9940		persons		Isaak, Selig 6354,6407	
QGJ.v1.Per.03940	Isaakson, Jakob	https://undusting.org/jewish_sources/s/jewish_sources/item/13373	Isaakson, Jakob			Eisenach|Heidingsfeld|Sachsen-Weimar-Eisenach|Thüringen	16654|16900|17521|17701	1	QGJ.v1.A0235.I0751.E04997	1713	1716	8449		persons		Isaakson, Jakob 4920	
QGJ.v1.Per.03941	Isenschlegel	https://undusting.org/jewish_sources/s/jewish_sources/item/13374	Isenschlegel			Mühlhausen|Thüringen	17230|17701	1	QGJ.v1.A0269.I0916.E07648			11100		persons		Isenschlegel 7555	
QGJ.v1.Per.03942	Israel (Dreißigacker)	https://undusting.org/jewish_sources/s/jewish_sources/item/13375	Israel		Dreißigacker	Altenburg|Dreißigacker|Sachsen-Weimar-Eisenach|Thüringen|Weimar	16354|16629|17521|17701|17783	3	QGJ.v1.A0235.I0742.E04963|QGJ.v1.A0236.I0799.E05468|QGJ.v1.A0239.I0838.E06647	1788	1808	8415|8920|10099		persons		Israel (Dreißigacker) 4886, 5391, 6566	Dreißigacker
QGJ.v1.Per.03943	Israel (Ilmenau)	https://undusting.org/jewish_sources/s/jewish_sources/item/13376	Israel		Ilmenau	Ilmenau|Thüringen	16965|17701	1	QGJ.v1.A0261.I0899.E07564	1930	1930	11016		persons		Israel (Ilmenau) 7471	Ilmenau
QGJ.v1.Per.03944	Israel (Meiningen)	https://undusting.org/jewish_sources/s/jewish_sources/item/13377	Israel		Meiningen	Meiningen|Rußland|Schweinfurt|Thüringen	17195|17504|17594|17701	4	QGJ.v1.A0239.I0844.E06901|QGJ.v1.A0239.I0844.E06902|QGJ.v1.A0239.I0844.E06908|QGJ.v1.A0239.I0847.E07060	1815	1819	10353|10354|10360|10512		persons		Israel (Meiningen) 6820, 6821,6827, 6979	Meiningen
QGJ.v1.Per.03945	Israel (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/13378	Israel		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0123.E00884	1779	1779	4336		persons		Israel (Stralsund) 842	Stralsund
QGJ.v1.Per.03946	Israel (Walldorf)	https://undusting.org/jewish_sources/s/jewish_sources/item/13379	Israel		Walldorf	Henneberg|Schwarza|Thüringen|Walldorf/Werra	16914|17583|17701|17759	1	QGJ.v1.A0239.I0831.E05667			9119		persons		Israel (Walldorf) 5586	
QGJ.v1.Per.03947	Israel, Aaron	https://undusting.org/jewish_sources/s/jewish_sources/item/13380	Israel, Aaron			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05816			9268		persons		Israel, Aaron 5735	
QGJ.v1.Per.03948	Israel, Bela	https://undusting.org/jewish_sources/s/jewish_sources/item/13381	Israel, Bela			Dresden|Sachsen	16630|17509	2	QGJ.v1.A0185.I0588.E03578|QGJ.v1.A0185.I0588.E03579			7030|7031		persons		Israel, Bela 3501, 3502	
QGJ.v1.Per.03949	Israel, C. E.	https://undusting.org/jewish_sources/s/jewish_sources/item/13382	Israel, C. E.			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00667			4119		persons		Israel, C. E. 625	
QGJ.v1.Per.03950	Israel, David	https://undusting.org/jewish_sources/s/jewish_sources/item/13383	Israel, David			Jeßnitz|Merseburg|Sachsen-Anhalt	16988|17204|17512	1	QGJ.v1.A0140.I0418.E02576			6028		persons		Israel, David 2509	
QGJ.v1.Per.03951	Israel, Eisig	https://undusting.org/jewish_sources/s/jewish_sources/item/13384	Israel, Eisig			Meiningen|Thüringen	17195|17701	1	QGJ.v1.A0239.I0844.E06908	1815	1815	10360		persons		Israel, Eisig 6827	
QGJ.v1.Per.03952	Israel, Elias	https://undusting.org/jewish_sources/s/jewish_sources/item/13385	Israel, Elias			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03765			7217		persons		Israel, Elias 3688	
QGJ.v1.Per.03953	Israel, Emanuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13386	Israel, Emanuel			Heinrichs|Schleusingen|Thüringen	16904|17554|17701	1	QGJ.v1.A0283.I0960.E08036	1768	1768	11488		persons		Israel, Emanuel 7941	
QGJ.v1.Per.03954	Israel, Gebr.	https://undusting.org/jewish_sources/s/jewish_sources/item/13387	Israel, Gebr.			Eisenach|Kiel|Mecklenburg-Vorpommern|Sachsen-Weimar-Eisenach|Stralsund|Thüringen	16654|17021|17192|17521|17661|17701	2	QGJ.v1.A0033.I0126.E00930|QGJ.v1.A0235.I0752.E05005	1810	1810	4382|8457		persons		Israel, Gebr. 888, 4928	
QGJ.v1.Per.03955	Israel, Gottfried	https://undusting.org/jewish_sources/s/jewish_sources/item/13388	Israel, Gottfried			Mecklenburg-Vorpommern|Stiftungen|Stralsund	17192|17661	2	QGJ.v1.A0033.I0122.E00868|QGJ.v1.A0033.I0122.E00869	1886	1886	4320|4321		persons		Israel, Gottfried 826, 827	
QGJ.v1.Per.03956	Israel, Hanna	https://undusting.org/jewish_sources/s/jewish_sources/item/13389	Israel, Hanna			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00629			4081		persons		Israel, Hanna 587	
QGJ.v1.Per.03957	Israel, Heli	https://undusting.org/jewish_sources/s/jewish_sources/item/13390	Israel, Heli			Eisenach|Lengsfeld|Marksuhl|Sachsen-Weimar-Eisenach|Thüringen	16654|17113|17181|17521|17701	1	QGJ.v1.A0235.I0755.E05042	1758	1758	8494		persons		Israel, Heli 4965	
QGJ.v1.Per.03958	Israel, Herz Elias	https://undusting.org/jewish_sources/s/jewish_sources/item/13391	Israel, Herz Elias			Güstrow|Leipzig|Mecklenburg-Vorpommern|Neubukow|Schwerin|Wismar	16855|17112|17192|17255|17599|17811	1	QGJ.v1.A0039.I0148.E01031	1913	1913	4483		persons		Israel, Herz Elias 989	
QGJ.v1.Per.03959	Israel, Hirsch	https://undusting.org/jewish_sources/s/jewish_sources/item/13392	Israel, Hirsch			Schwarza|Thüringen|Unsleben	17583|17701|17734	1	QGJ.v1.A0239.I0831.E05847	1802	1802	9299		persons		Israel, Hirsch 5766	
QGJ.v1.Per.03960	Israel, Hirsch Moses	https://undusting.org/jewish_sources/s/jewish_sources/item/13393	Israel, Hirsch Moses			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00761			4213		persons		Israel, Hirsch Moses 719	
QGJ.v1.Per.03961	Israel, Isaac	https://undusting.org/jewish_sources/s/jewish_sources/item/13394	Israel, Isaac			Erfurt|Gotha|Sachsen-Anhalt|Sachsen-Weimar-Eisenach|Thüringen|Zeitz	16675|16808|17512|17521|17701|17853	3	QGJ.v1.A0163.I0492.E02933|QGJ.v1.A0235.I0742.E04947|QGJ.v1.A0235.I0742.E04954	1718	1718	6385|8399|8406		persons		Israel, Isaac 2866,4870, 4877	
QGJ.v1.Per.03962	Israel, Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/13395	Israel, Jacob			Dessau|Dresden|Kurmainz|Mecklenburg-Vorpommern|Sachsen|Sachsen-Weimar-Eisenach|Stralsund|Thüringen	16607|16630|17086|17192|17509|17521|17661|17701	3	QGJ.v1.A0033.I0125.E00915|QGJ.v1.A0185.I0588.E03333|QGJ.v1.A0235.I0742.E04962	1707	1769	4367|6785|8414		persons		Israel, Jacob 873,3256,4885	
QGJ.v1.Per.03963	Israel, Jakob	https://undusting.org/jewish_sources/s/jewish_sources/item/13396	Israel, Jakob			Meiningen|Thüringen	17195|17701	1	QGJ.v1.A0239.I0844.E06909	1819	1819	10361		persons		Israel, Jakob 6828	
QGJ.v1.Per.03964	Israel James	https://undusting.org/jewish_sources/s/jewish_sources/item/13397	Israel James			Berlin|Stiftungen	16455	4	QGJ.v1.A0100.I0293.E01825|QGJ.v1.A0100.I0295.E01848|QGJ.v1.A0105.I0317.E01968|QGJ.v1.A0105.I0319.E01973	1918	1938	5277|5300|5420|5425		persons		Israel James 1771,1794, 1914,1919	
QGJ.v1.Per.03965	Israel, Jeremias	https://undusting.org/jewish_sources/s/jewish_sources/item/13398	Israel, Jeremias			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00642			4094		persons		Israel, Jeremias 600	
QGJ.v1.Per.03966	Israel, Joseph	https://undusting.org/jewish_sources/s/jewish_sources/item/13399	Israel, Joseph			Mecklenburg-Vorpommern|Meiningen|Stralsund|Thüringen	17192|17195|17661|17701	7	QGJ.v1.A0033.I0118.E00770|QGJ.v1.A0033.I0118.E00786|QGJ.v1.A0033.I0118.E00791|QGJ.v1.A0033.I0118.E00808|QGJ.v1.A0033.I0118.E00843|QGJ.v1.A0033.I0118.E00851|QGJ.v1.A0239.I0844.E06909	1777	1819	4222|4238|4243|4260|4295|4303|10361		persons		Israel, Joseph 728, 744, 749, 766, 801, 809,6828	
QGJ.v1.Per.03967	Israel, Levi	https://undusting.org/jewish_sources/s/jewish_sources/item/13400	Israël Lévi	Q3155667		Eisenach|Gotha|Sachsen-Weimar-Eisenach|Thüringen	16654|16808|17521|17701	1	QGJ.v1.A0235.I0757.E05077	1787	1787	8529		persons		Israel, Levi 5000	
QGJ.v1.Per.03968	Israel, Marcus	https://undusting.org/jewish_sources/s/jewish_sources/item/13401	Israel, Marcus			Osterburg|Sachsen-Anhalt	17358|17512	1	QGJ.v1.A0145.I0434.E02654			6106		persons		Israel, Marcus 2587	
